...1,channel,member_count,broadcast,id,timestamp,content,user_id,first_and_last_name,username,views,edit-date,replyToId,forward,forward_id,forward_msg_id,forward_date,URLs,media,hasComments,isComment,bot_url,parent,isDeleted
21174,@Haintz,NA,FALSE,10848,2021-07-14T18:44:49Z,💥♟Paris und Frankreich erwacht♟💥,-1001387359927,NA,NA,24469,NA,NA,VickyTheRedSparrow,1569129567,350,2021-07-14T18:07:53Z,NA,MessageMediaPhoto,FALSE,FALSE,NA,NA,NA
7744,@bleibtstark,NA,FALSE,27899,2022-04-07T21:45:20Z,"Toller grosser Bruder😍🥰

**Bleib Stark abonnieren:
👉🏼**https://t.me/bleibtstark",-1001279348750,NA,NA,13068,2022-04-07T21:46:47Z,NA,NA,NA,NA,NA,https://t.me/bleibtstark,MessageMediaDocument,FALSE,FALSE,NA,NA,NA
70945,@FreieLinke_CHAT,NA,FALSE,21135,2021-11-27T00:08:16Z,Sprich: uns nicht lenken und einsetzen lassen für Umsetzungspläne. Das bedarf genauerer Beleuchtung und Erklärung vll. Schaff ich heute nicht mehr.,371831306,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NoneType,FALSE,FALSE,NA,NA,NA
7765,@rosenbusch,NA,FALSE,7348,2022-01-13T21:09:57Z,"Brauchbarer Bild-Artikel, gute Zusammenfassung zu den Vorwürfen gegen Fauci. 

Ich bin mittlerweile fast von einem Laborursprung überzeugt. Was denkt ihr?

https://m.bild.de/politik/ausland/politik-ausland/anthony-fauci-ist-bidens-berater-verschleierte-top-virologe-den-corona-ursprung-78810362.bildMobile.html

t.me/Rosenbusch",-1001455775270,NA,NA,57915,2022-01-13T21:10:10Z,NA,NA,NA,NA,NA,"https://m.bild.de/politik/ausland/politik-ausland/anthony-fauci-ist-bidens-berater-verschleierte-top-virologe-den-corona-ursprung-78810362.bildMobile.html, https://m.bild.de/politik/ausland/politik-ausland/anthony-fauci-ist-bidens-berater-verschleierte-top-virologe-den-corona-ursprung-78810362.bildMobile.htm",MessageMediaPhoto,FALSE,FALSE,NA,NA,NA
32163,@der17stammtisch,NA,FALSE,1886,2020-09-05T15:37:07Z,"Französischer Pharmakonzern: Corona-Impfstoff von Sanofi soll unter zehn Euro kosten
https://www.google.com/amp/s/www.noz.de/deutschland-welt/gut-zu-wissen/artikel/2117375/corona-impfstoff-von-sanofi-soll-unter-zehn-euro-kosten%3Famp",-1001405570029,NA,NA,423,NA,NA,NA,NA,NA,NA,https://www.google.com/amp/s/www.noz.de/deutschland-welt/gut-zu-wissen/artikel/2117375/corona-impfstoff-von-sanofi-soll-unter-zehn-euro-kosten%3Famp,MessageMediaWebPage,FALSE,FALSE,NA,NA,NA
6947,@UnzensiertV2,NA,FALSE,15165,2022-09-13T16:14:10Z,"@unzensiert_infoseite

Noch einmal 67 Milliarden Euro – Bund stellt weitere Hilfen für Energieunternehmen bereit:

Die Staatsbank KfW soll Energieversorger stärker unterstützen. 

Damit die erforderlichen Milliarden zusammenkommen, will die Koalition Mittel aus dem Corona-Rettungsfonds umwidmen.

[Handelsblatt-Artikel](https://12ft.io/proxy?q=https%3A%2F%2Fapp.handelsblatt.com%2Fpolitik%2Fdeutschland%2Fenergiekrise-noch-einmal-67-milliarden-euro-bund-stellt-weitere-hilfen-fuer-energieunternehmen-bereit%2F28677602.html)  ⬅️

Paywall ist entfernt da wichtiger Artikel den jeder lesen sollte.

(.....und Michel soll 300 Euro bekommen 🤣🤣🤣)
( ....man könnte jedem Deutschen ca. 1 Milliarde geben 😎😏)

@unzensiert  / @unzensiertV2",-1001658054635,NA,NA,20569,2022-09-13T16:15:27Z,NA,NA,NA,NA,NA,https://12ft.io/proxy?q=https%3A%2F%2Fapp.handelsblatt.com%2Fpolitik%2Fdeutschland%2Fenergiekrise-noch-einmal-67-milliarden-euro-bund-stellt-weitere-hilfen-fuer-energieunternehmen-bereit%2F28677602.htm,MessageMediaPhoto,FALSE,FALSE,NA,NA,NA
28558,@coronaRebellenVlbg,NA,FALSE,18875,2020-11-27T17:38:30Z,"Hallo [leily](tg://user?id=1010019127), um aktiv an dieser Gruppe teilnehmen zu können, bitte ich dich, den unten stehenden Button zu drücken. Somit wissen alle in der Gruppe, dass du wirklich echt bist und kein Bot, der die Gruppe zuspammt.",722670708,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NoneType,FALSE,FALSE,NA,NA,NA
5549,@MeineDNEWS,NA,FALSE,19830,2022-08-12T07:59:46Z,"**DIE ""INTENSIV-SCHWESTERIN""

FÜR DIESE ""GLANZLEISTUNG"" GEBÜHRT DEM WDR DER TITEL ""SPRACHPANSCHER DES JAHRES""**!

---------------
ABONNIEREN SIE BITTE
UNSEREN TELEGRAM KANAL:
HTTPS://T.ME/MEINEDNEWS
---------------",-1001486169529,NA,NA,6440,2022-08-12T07:59:49Z,NA,NA,NA,NA,NA,NA,MessageMediaDocument,FALSE,FALSE,NA,NA,NA
52060,@FreieLinke_CHAT,NA,FALSE,42778,2022-02-06T19:28:48Z,"Ersetze das Wort ""Rom"" mit "", Revolutionäre"" in nächsten Film.
Siehe die Übersetzung. Irgendwie rührt mich.",1038428727,NA,NA,NA,NA,42684,NA,NA,NA,NA,NA,NoneType,FALSE,FALSE,NA,NA,NA
3300,@philippkruse,NA,FALSE,5783,2022-08-03T14:14:00Z,"**Die Kunst der fortgesetzten Irreführung durch höchste Instanzen:  
**Welcher Moderna-Inhaltsstoff soll der Öffentlichkeit vorenthalten werden? Und warum? Schutz der öffentlichen Gesundheit?

Untenstehende Schwärzung in der Liste der Moderna-Inhaltsstoffe beweist, dass der Bund eine umfassende Aufklärung über die Inhaltsstoffe und über die damit verbundenen Risiken noch immer AKTIV verhindert. 👇🏻👇🏻",-1001432345705,NA,NA,30127,2022-08-03T14:34:26Z,NA,NA,NA,NA,NA,NA,NoneType,FALSE,FALSE,NA,NA,NA
1397,@COVID_19_ungeimpft_oesterreich,NA,FALSE,2362,2022-04-23T12:56:21Z,"https://digitales.wien.gv.at/projekt/kultur-token/

Warum wundert es niemanden, dass das erste Social Credit System Europas in Wien aktiviert wird ? 
Bist du ein braver grüner Bürger , darfst du gratis in Kultureinrichtungen , die selbstverständlich auch aus dem  Steuergeld der "" Bösen "" bezahlt werden  ? 

Und die Bessermenschen freuen sich über den "" tollen Fortschritt "" 🤦‍♀️🤦‍♂️",934207227,NA,NA,24861,NA,NA,gema1963,1214454786,2144,2022-04-23T10:34:18Z,https://digitales.wien.gv.at/projekt/kultur-token/,MessageMediaWebPage,FALSE,FALSE,NA,NA,NA
10464,@bleibtstark,NA,FALSE,25135,2021-12-05T19:10:01Z,"**Ungeimpfte dürfen im Winter trotz strenger 2G-Regeln im Einzelhandel einen Weihnachtsbaum kaufen.


Vielen Dank, wenigstens etwas🤦‍♀🤦🤦‍♂

****https://www.express.de/nrw/2g-in-nrw-duerfen-ungeimpfte-weihnachtsbaum-kaufen-81532**

**Bleib Stark abonnieren:
👉🏼**https://t.me/bleibtstark",-1001279348750,NA,NA,13674,2021-12-05T19:10:04Z,NA,NA,NA,NA,NA,"https://www.express.de/nrw/2g-in-nrw-duerfen-ungeimpfte-weihnachtsbaum-kaufen-81532**, https://t.me/bleibtstark",MessageMediaPhoto,FALSE,FALSE,NA,NA,NA
3485,@rppinstitut,NA,FALSE,2401,2021-08-19T09:12:27Z,Zum Schmunzeln 😂,-1001302259371,NA,NA,51624,2021-09-10T19:08:46Z,NA,NA,NA,NA,NA,NA,MessageMediaPhoto,FALSE,FALSE,NA,NA,NA
33799,@Christusbewusstsein,NA,FALSE,85139,2022-03-25T16:13:07Z,"🇷🇺🇺🇦 Azov trying to hide from the liberated areas of Mariupol in the industrial zone of Azovstal were destroyed.  In residential areas, they can no longer repulse the Russian military, so they hastily leave their positions and head to the territory of the metallurgical plant by detours.  This is where the Chechen fighters are waiting for them.",-1001375638720,NA,NA,789,2022-03-25T16:14:45Z,NA,intelslava,1310984791,23523,2022-03-25T16:12:35Z,NA,MessageMediaDocument,FALSE,FALSE,NA,NA,NA
28585,@corona_widerstand_at_de_ch,NA,FALSE,209539,2023-01-25T08:12:59Z,NA,2125835437,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MessageMediaPhoto,FALSE,FALSE,NA,NA,NA
7100,Pflegepersonal,NA,FALSE,26292,2022-03-10T16:39:59Z,"**‼️‼️ ACHTUNG: BITTE DAS VIDEO SCHNELL SICHERN UND DOWNLOADEN - WIRD VERMUTLICH SCHNELL GELÖSCHT! UNSER EIGENER SERVER WIRD AKTUELL LEIDER ANGEGRIFFEN! DANKE FÜR EUER VERSTÄNDNIS**! ‼️‼️

https://www.youtube.com/watch?v=4j5uqP-Jslg",-1001262560111,NA,NA,237,2022-03-10T16:40:02Z,NA,Unknown,Unknown,NA,2022-03-10T15:15:12Z,https://www.youtube.com/watch?v=4j5uqP-Jslg,MessageMediaWebPage,FALSE,FALSE,NA,NA,NA
67563,@FreieLinke_CHAT,NA,FALSE,25017,2021-12-11T15:45:50Z,"Der sagt ganz offen 10 Jahre das steht auch im GG so drin, so lange werden die Massnahmen laufen bis zum 31.12.2030.",594409026,NA,NA,NA,2021-12-11T15:46:17Z,25016,NA,NA,NA,NA,NA,NoneType,FALSE,FALSE,NA,NA,NA
362,@Demotermine,NA,FALSE,92306,2023-04-01T12:50:31Z,"8000 Abospecial Teil 2 , Jamel , 1.04.23 — Weichreite TV
https://youtu.be/uOGlCO8uEXY 28:41

𝙕𝙪𝙨𝙖𝙢𝙢𝙚𝙣 𝙬𝙞𝙧𝙠𝙚𝙣.

👉 [Übersicht](https://t.me/Demotermine/19006) 👉 [Termine einsenden](http://t.me/Terminverteiler_Bot)
👉 [Ländergruppen](https://t.me/Demotermine/30997) 👉 [Alle Spazis](https://t.me/Demotermine/46108)

**Nichts verpassen 📆 ****@Demotermine**",-1001250288610,NA,NA,1917,2023-04-01T13:14:45Z,NA,NA,NA,NA,NA,"https://youtu.be/uOGlCO8uEXY, https://t.me/Demotermine/19006), http://t.me/Terminverteiler_Bot), https://t.me/Demotermine/30997), https://t.me/Demotermine/46108)",MessageMediaPhoto,FALSE,FALSE,NA,NA,NA
19963,@freielinkeaustria,NA,FALSE,49286,2022-04-07T10:54:32Z,"Ich kann dir bei allem nur recht geben! Seit 2020 haben sich die Zeiten geändert und sie werden sich weiterhin ändern. Das Etablierte wird zerfallen (egal wann aber sicher) und alle die noch mit reiten zählt man jetzt einfach mal zu Zombies die sowieso keinen Einfluss mehr haben auf unsere Revolution die bereits im Gange ist. Kurz zusammengefasst für mich die wichtigsten Punkte: 

Never back down, Alternativen aufzeigen und helfen dabei diese umzusetzen oder beizubringen bzw. werben, keine aufmerksamkeit den blendern und boykotts wodurch wiederum alternativen entstehen und diese konsequent versuchen umzusetzen.",1360750,NA,NA,NA,NA,49279,NA,NA,NA,NA,NA,NoneType,FALSE,FALSE,NA,NA,NA
22334,@Demotermine,NA,FALSE,69301,2022-08-20T17:05:46Z,NA,-1001250288610,NA,NA,1441,2022-08-20T17:05:49Z,NA,bettinagorzolla,1143947209,16134,2022-08-20T14:37:12Z,NA,MessageMediaPhoto,FALSE,FALSE,NA,NA,NA
30224,@freielinkechat,NA,FALSE,76446,2021-09-27T15:16:30Z,nur die dümmsten kälber...,1030588755,NA,NA,NA,NA,76445,NA,NA,NA,NA,NA,NoneType,FALSE,FALSE,NA,NA,NA
19193,@bleibtstark,NA,FALSE,16198,2020-12-04T13:35:10Z,"📌 Reminder Glaubst du Merkel ist ein Zufall?

3 Year Delta

190

USA gegen
Notwendig, um die Verbindungen zu bösartigen, ausländischen Akteuren zu trennen. 
Notwendig, um eine weltweite Bündnis für deren Bekämpfungen zu schaffen.
Glaubst du Merkel ist ein Zufall?
Sie sind Marionetten.
Sie sind schwach.
Sie haben Angst.
80% versteckte Operationen notwendig.
20% öffentlich für die Gerechtigkeit.
Die Voraussetzungen müssen geschaffen werden.
Habe Vertrauen.
17

t.me/qpluswatnn",-1001279348750,NA,NA,2994,NA,NA,qnet17,1451292425,39190,2020-11-22T04:51:13Z,NA,MessageMediaPhoto,FALSE,FALSE,NA,NA,NA
32472,@EvaHermanOffiziell,NA,FALSE,95437,2022-05-28T19:28:15Z,"**Supermärkte Wird es jetzt richtig teuer? Warnung vor Preissprüngen „von ungekanntem Ausmaß“

**""Wird es jetzt erst so richtig teuer in den Supermärkten? Der Bauernverband hat eine drastische Warnung an die Politik gerichtet. Die Preisspirale sei kaum noch aufzuhalten.""

https://amp.express.de/ratgeber/verbraucher/supermaerkte-warnung-preisspruenge-von-ungekanntem-ausmass-97927#amp_tf=Von%20%251%24s&aoh=16537636052452&csi=0&referrer=https%3A%2F%2Fwww.google.com",-1001325174315,NA,NA,44102,NA,NA,NA,NA,NA,NA,https://amp.express.de/ratgeber/verbraucher/supermaerkte-warnung-preisspruenge-von-ungekanntem-ausmass-97927#amp_tf=Von%20%251%24s&aoh=16537636052452&csi=0&referrer=https%3A%2F%2Fwww.google.com,MessageMediaWebPage,FALSE,FALSE,NA,NA,NA
64435,@EvaHermanOffiziell,NA,FALSE,61243,2021-08-02T17:42:47Z,"Leserzuschrift

Ihr Lieben, 

ich bin völlig entsetzt. 
Tik Tok spricht ja hauptsächlich junge Menschen an , hier wird man auch zur Impfung gelenkt ... 
Mit allen Mitteln und unseren Steuergeldern 😑

https://vm.tiktok.com/ZMd3HN7U1/",-1001325174315,NA,NA,42374,NA,NA,NA,NA,NA,NA,https://vm.tiktok.com/ZMd3HN7U1/,NoneType,FALSE,FALSE,NA,NA,NA
37127,@CNconspiracynewsroom,NA,FALSE,30678,2021-10-23T09:59:35Z,NA,-1001473506806,NA,NA,1820,2021-10-23T09:59:11Z,NA,NA,NA,NA,NA,NA,MessageMediaPhoto,FALSE,FALSE,NA,NA,NA
97240,@oliverjanich,NA,FALSE,14665,2019-09-27T18:12:16Z,"""Sexualwissenschaftler Voß berichtete, dass es in Teilen Afghanistans verbreitet sei, dass ältere Männer mit Kindern Sex hätten."" Solche Erkenntnisse kommen nun auch bei ""Sexualpädagogen und Integrationsbeauftragten"" an, sie fordern ""mehr sexuelle Bildung"" https://t.co/a5LzM4DPes",-1001218998207,NA,NA,9,NA,NA,einzelfallinfos,1244422355,32373,2019-09-27T08:25:28Z,https://t.co/a5LzM4DPes,MessageMediaWebPage,FALSE,FALSE,NA,NA,NA
108932,@SchubertsLM,NA,FALSE,938,2020-11-11T09:03:08Z,"Dramatische Szenen an der innerdeutschen Grenze: Die Polizei in Mecklenburg-Vorpommern hinderte ""Querdenker"" an der Einreise in das Bundesland zu einer Demo, es kam zu einem stundenlagen Politthriller in der Provinz in kalter Nacht, den 80.000 live via Stream verfolgten. https://www.reitschuster.de/post/mecklenburg-vorpommern-verwehrt-querdenkern-einreise/",-1001355822849,NA,NA,135,NA,NA,reitschusterde,1279658981,715,2020-11-10T21:10:57Z,https://www.reitschuster.de/post/mecklenburg-vorpommern-verwehrt-querdenkern-einreise/,MessageMediaWebPage,FALSE,FALSE,NA,NA,NA
2905,@Qanalwwg1wga,NA,FALSE,60677,2023-02-03T05:11:18Z,"Putin: „Und so werden wir heute wieder von deutschen Panzern bedroht“

t.me/Q_Faktor_Germany",-1001462426423,NA,NA,3876,2023-02-03T05:21:06Z,NA,Q_Faktor_Germany,1288383043,32649,2023-02-02T22:38:26Z,NA,MessageMediaDocument,FALSE,FALSE,NA,NA,NA
83384,@oliverjanich,NA,FALSE,29195,2020-06-28T09:32:54Z,"**Impfempfehlungen verfassungswidrig**
__Die Impfempfehlungen der STIKO und des RKI sind verfassungswidrig, wie auch der Verfassungsrechtler Prof. Rüdiger Zuck attestierte.
Dieses Video sollte jeder gesehen haben.__

https://youtu.be/1D-k93JimcQ

👍http://viaveto.de/impfempfehlungen.html",-1001218998207,NA,NA,244,NA,NA,Corona_Fakten,1378347648,143,2020-06-28T05:57:53Z,"https://youtu.be/1D-k93JimcQ, http://viaveto.de/impfempfehlungen.htm",MessageMediaWebPage,FALSE,FALSE,NA,NA,NA
117657,@EvaHermanOffiziell,NA,FALSE,3127,2019-12-28T02:04:49Z,"Ganz ekelerregender Vorgang: 

Der WDR führt kleine Kinder vor laufender Kamera vor - sie schnattern politisch korrekt nach, was das System ihnen in Abwesenheit der arbeitenden Eltern eintrichterte:

MEINE OMA IST NE ALTE UMWELTSAU!!!

Bitte Video ansehen",-1001325174315,NA,NA,2570,2019-12-28T02:05:21Z,NA,NA,NA,NA,NA,NA,NoneType,FALSE,FALSE,NA,NA,NA
14430,@impfschaeden_nebenwirkungen,NA,FALSE,56152,2021-12-21T15:36:27Z,"🌿 Olivenblatt Extrakt - Standard 50% - 100 ml - von Unimedica - Sonderangebot kurze Haltbarkeit - Sonderangebot kurze Haltbarkeit 🌿 

Verzehrempfehlung:

2 x 7,5 ml bis 1 x 15 ml  vor den Mahlzeiten einnehmen.

Jetzt - 55% sparen 👉 https://www.narayana-verlag.de/Olivenblatt-Extrakt-Standard-50-100-ml-von-Unimedica-Sonderangebot-kurze-Haltbarkeit-Sonderangebot-kurze-Haltbarkeit/b29028/partner/Feiel 



Abonniere uns 
👇
https://t.me/gesundheitstipps_at

Infochat 
👇
https://t.me/gesundheittipps",738987492,NA,NA,8016,NA,NA,gesundheitstipps_at,1389454222,280,2021-12-21T15:33:00Z,"https://www.narayana-verlag.de/Olivenblatt-Extrakt-Standard-50-100-ml-von-Unimedica-Sonderangebot-kurze-Haltbarkeit-Sonderangebot-kurze-Haltbarkeit/b29028/partner/Feiel, https://t.me/gesundheitstipps_at, https://t.me/gesundheittipps",MessageMediaPhoto,FALSE,FALSE,NA,NA,NA
137935,@corona_widerstand_at_de_ch,NA,FALSE,68870,2022-04-13T07:20:29Z,"Hört mal was das RKI sagt  ❗️

Masken und Desinfektionsmittel sind unnütz  ❗️

Verbreitet es, damit es Jeder  Mensch auf Erden hört, was sie sagen  ❗️

Das sollte jeder gehört haben und auf dem Handy gespeichert lassen  ❗️

Danke an :
 t.me/frieden_rockt_offiziell

Mein Telegram Kanal :
 ⬇️⬇️⬇️⬇️⬇️⬇️⬇️⬇️⬇️
 https://t.me/KoronaKarlo",1612818514,NA,NA,162837,NA,NA,KoronaKarlo,1583635194,1140,2022-03-28T08:12:13Z,https://t.me/KoronaKarlo,MessageMediaDocument,FALSE,FALSE,NA,NA,NA
13794,@oesterreichsperrtauf2,NA,FALSE,32341,2022-08-11T12:34:25Z,Messermänner: Der Tat ging offenbar ein Streit in einer größeren Personengruppe voraus: Ein 26-Jähriger soll in Solingen auf einen 31-Jährigen eingestochen haben. Reanimationsversuche blieben erfolglos. Wieder einer Tot. Täglich grüsst das Murmeltier. Deutschland 2024 🥳🥳🥳https://www.spiegel.de/panorama/justiz/solingen-26-jaehriger-soll-mann-auf-offener-strasse-erstochen-haben-a-7252009b-5be3-48d7-b694-8a9cbb8bcb91,1450616620,NA,NA,0,NA,NA,allesau,1450268222,34838,2022-08-11T12:33:01Z,https://www.spiegel.de/panorama/justiz/solingen-26-jaehriger-soll-mann-auf-offener-strasse-erstochen-haben-a-7252009b-5be3-48d7-b694-8a9cbb8bcb91,MessageMediaWebPage,FALSE,FALSE,NA,NA,NA
75584,@Christusbewusstsein,NA,FALSE,39539,2021-03-15T20:51:46Z,"B17News
DIGITAL SOLDIERS‼️WWG1WGA‼️
https://t.me/lichtanonsmensch",-1001375638720,NA,NA,2988,NA,NA,NA,NA,NA,NA,https://t.me/lichtanonsmensch,MessageMediaDocument,FALSE,FALSE,NA,NA,NA
36240,@FreieLinke_CHAT,NA,FALSE,60056,2022-04-20T07:27:41Z,https://mattel.de/unsere-marken/scrabble-genderstein/                                                       Hier könnt ihr euch kostenlos einen Genderstein bestellen...,845520560,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://mattel.de/unsere-marken/scrabble-genderstein/,MessageMediaWebPage,FALSE,FALSE,NA,NA,NA
